	index_livre	book_id	index_user	user_id	rating
265	11	107	566	8833	3
266	11	107	570	8388	3
267	11	107	572	18053	4
268	11	107	587	37897	4
269	11	107	593	13019	3
270	11	107	607	30411	2
271	12	1611	205	10792	5
272	12	1611	275	29644	5
273	12	1611	293	45493	5
274	12	1611	332	3114	4
275	12	1611	461	15194	4
276	12	1611	594	10662	3
277	13	2001	563	43176	4
278	14	427	1	30944	4
279	14	427	2	45554	4
280	14	427	4	38798	5
281	14	427	5	12874	3
282	14	427	6	39703	5
283	14	427	11	19729	4
284	14	427	14	33065	4
285	14	427	15	24143	4
286	14	427	21	32055	4
287	14	427	24	11692	4
288	14	427	31	32305	3
289	14	427	34	25840	4
290	14	427	35	13794	3
291	14	427	41	18313	5
292	14	427	51	48687	5
293	14	427	58	5885	4
294	14	427	63	36695	5
295	14	427	65	10610	5
296	14	427	66	9011	3
297	14	427	71	21713	5
298	14	427	73	39618	4
299	14	427	80	11868	4
300	14	427	83	1185	4
301	14	427	101	13879	5
302	14	427	105	9668	5
303	14	427	106	33697	5
304	14	427	110	34531	5
305	14	427	112	18100	5
306	14	427	114	12466	5
307	14	427	116	27834	5
308	14	427	123	9125	3
309	14	427	145	35982	4
310	14	427	156	46421	5
311	14	427	161	51480	2
312	14	427	167	8909	5
313	14	427	175	8340	4
314	14	427	183	6634	4
315	14	427	184	15318	4
316	14	427	193	1456	4
317	14	427	209	22164	3
318	14	427	212	21724	5
319	14	427	216	17804	3
320	14	427	226	8579	3
321	14	427	227	26496	4
322	14	427	239	26320	5
323	14	427	267	2838	4
324	14	427	269	47018	5
325	14	427	271	2171	4
326	14	427	274	8612	3
327	14	427	276	41282	5
328	14	427	277	47478	2
329	14	427	284	44650	3
330	14	427	307	3005	3
331	14	427	308	3263	5
332	14	427	311	38080	3
333	14	427	324	12442	5
334	14	427	331	37393	3
335	14	427	337	8519	4
336	14	427	355	27934	4
337	14	427	356	32338	3
338	14	427	357	36002	3
339	14	427	358	30601	4
340	14	427	366	21781	3
341	14	427	372	37611	4
342	14	427	375	4891	5
343	14	427	376	41113	4
344	14	427	400	22534	4
345	14	427	401	9526	3
346	14	427	403	46958	2
347	14	427	404	21543	4
348	14	427	406	34167	4
349	14	427	409	24092	4
350	14	427	411	41230	5
351	14	427	443	18045	4
352	14	427	446	40317	2
353	14	427	458	5245	3
354	14	427	466	8258	5
355	14	427	468	33633	4
356	14	427	471	17678	5
357	14	427	476	8188	3
358	14	427	482	48809	4
359	14	427	486	47411	3
360	14	427	494	33069	3
361	14	427	495	13084	4
362	14	427	497	16081	4
363	14	427	513	20949	5
364	14	427	516	13195	3
365	14	427	527	30160	4
366	14	427	536	20074	5
367	14	427	538	9257	3
368	14	427	543	38851	3
369	14	427	547	43418	5
370	14	427	555	22319	4
371	14	427	556	43397	5
372	14	427	565	31996	5
373	14	427	568	26097	4
374	14	427	579	26482	4
375	14	427	581	9357	3
376	14	427	603	28541	4
377	14	427	604	52965	4
378	14	427	605	30561	4
379	15	1365	8	6342	4
380	15	1365	24	11692	4
381	15	1365	25	50999	2
382	15	1365	26	3739	4
383	15	1365	29	53293	5
384	15	1365	40	9806	3
385	15	1365	49	10509	4
386	15	1365	58	5885	4
387	15	1365	59	32748	4
388	15	1365	83	1185	3
389	15	1365	92	11272	4
390	15	1365	95	8167	5
391	15	1365	102	48559	5
392	15	1365	103	8510	4
393	15	1365	113	30794	4
394	15	1365	117	46482	5
395	15	1365	138	15935	5
396	15	1365	158	29951	3
397	15	1365	160	12361	5
398	15	1365	168	23576	1
399	15	1365	178	13776	4
400	15	1365	179	8710	4
401	15	1365	181	27612	4
402	15	1365	184	15318	3
403	15	1365	185	17883	5
404	15	1365	196	3827	3
405	15	1365	204	14546	5
406	15	1365	206	5379	4
407	15	1365	209	22164	3
408	15	1365	224	9244	3
409	15	1365	230	11569	4
410	15	1365	237	1296	4
411	15	1365	239	26320	5
412	15	1365	285	3688	4
413	15	1365	298	8526	3
414	15	1365	311	38080	4
415	15	1365	312	41300	4
416	15	1365	324	12442	5
417	15	1365	333	41318	2
418	15	1365	355	27934	3
419	15	1365	363	4897	4
420	15	1365	367	9752	4
421	15	1365	372	37611	3
422	15	1365	376	41113	3
423	15	1365	392	25327	5
424	15	1365	396	10727	4
425	15	1365	406	34167	3
426	15	1365	415	14987	3
427	15	1365	430	14234	2
428	15	1365	487	4061	1
429	15	1365	502	27499	3
430	15	1365	538	9257	3
431	15	1365	539	6867	4
432	15	1365	559	27160	5
433	15	1365	563	43176	3
434	15	1365	565	31996	5
435	15	1365	573	5574	2
436	15	1365	581	9357	3
437	15	1365	583	29031	2
438	15	1365	596	35521	4
439	15	1365	597	21558	4
440	15	1365	600	52007	5
441	15	1365	605	30561	4
442	16	2143	291	16177	5
443	16	2143	423	18240	5
444	17	2136	28	26145	2
445	17	2136	32	23612	3
446	17	2136	58	5885	4
447	17	2136	75	18361	4
448	17	2136	84	29703	3
449	17	2136	85	3922	2
450	17	2136	95	8167	1
451	17	2136	105	9668	1
452	17	2136	118	1952	3
453	17	2136	121	4536	3
454	17	2136	135	5645	4
455	17	2136	159	51166	4
456	17	2136	164	725	2
457	17	2136	179	8710	3
458	17	2136	226	8579	4
459	17	2136	236	13274	3
460	17	2136	237	1296	2
461	17	2136	248	22572	4
462	17	2136	278	11911	4
463	17	2136	318	17222	2
464	17	2136	331	37393	3
465	17	2136	348	3246	3
466	17	2136	366	21781	2
467	17	2136	396	10727	2
468	17	2136	402	439	3
469	17	2136	440	44836	3
470	17	2136	457	35	2
471	17	2136	462	39933	3
472	17	2136	465	20243	2
473	17	2136	536	20074	2
474	17	2136	597	21558	1
475	18	4630	142	11408	2
476	18	4630	420	588	4
477	18	4630	534	12145	5
478	18	4630	570	8388	3
479	18	4630	592	28739	4
480	19	2783	114	12466	4
481	19	2783	240	30879	3
482	19	2783	254	13000	5
483	19	2783	259	50774	4
484	19	2783	289	12002	4
485	19	2783	509	27448	4
486	20	4339	259	50774	3
487	21	3813	427	44171	1
488	21	3813	478	40961	4
489	21	3813	552	46479	4
490	22	3610	77	17566	4
491	22	3610	226	8579	2
492	22	3610	244	10256	3
493	22	3610	462	39933	3
494	22	3610	465	20243	2
495	22	3610	566	8833	3
496	23	4223	205	10792	4
497	23	4223	393	17652	5
498	23	4223	524	41435	5
499	24	2769	311	38080	5
500	24	2769	453	18908	4
501	25	2195	1	30944	3
502	25	2195	13	28158	5
503	25	2195	81	10140	2
504	25	2195	103	8510	4
505	25	2195	106	33697	3
506	25	2195	176	19171	5
507	25	2195	205	10792	5
508	25	2195	215	26579	4
509	25	2195	255	31305	2
510	25	2195	342	33455	4
511	25	2195	461	15194	5
512	25	2195	483	26638	4
513	25	2195	510	23776	3
514	25	2195	549	14599	4
515	26	4241	68	40126	2
516	27	3468	12	6630	3
517	27	3468	49	10509	5
518	27	3468	54	9246	2
519	27	3468	154	20848	4
520	27	3468	157	51460	4
521	27	3468	168	23576	3
522	27	3468	175	8340	3
523	27	3468	217	47730	4
524	27	3468	273	26053	4
525	27	3468	283	26282	4
526	27	3468	392	25327	5
527	27	3468	396	10727	4
528	27	3468	447	31093	5
529	27	3468	450	15547	5
530	27	3468	455	36240	2
531	27	3468	471	17678	4
532	27	3468	527	30160	2
533	27	3468	559	27160	3
534	27	3468	572	18053	3
535	28	399	11	19729	4
536	28	399	21	32055	3
537	28	399	46	7001	5
538	28	399	53	21228	4
539	28	399	83	1185	2
540	28	399	93	37284	4
541	28	399	104	30283	4
542	28	399	106	33697	3
543	28	399	121	4536	5
544	28	399	124	49298	4
545	28	399	141	33864	3
546	28	399	142	11408	2
547	28	399	172	28824	4
548	28	399	176	19171	5
549	28	399	179	8710	2
550	28	399	206	5379	4
551	28	399	226	8579	3
552	28	399	240	30879	2
553	28	399	260	41577	4
554	28	399	267	2838	2
555	28	399	271	2171	4
556	28	399	279	33207	4
557	28	399	290	3050	4
558	28	399	306	40468	4
559	28	399	314	9971	2
560	28	399	315	4821	2
561	28	399	317	10297	2
562	28	399	319	8569	3
563	28	399	331	37393	5
564	28	399	338	314	3
565	28	399	342	33455	4
566	28	399	347	15889	3
567	28	399	351	45811	5
568	28	399	360	14285	3
569	28	399	380	43039	3
570	28	399	385	40819	4
571	28	399	407	23874	3
572	28	399	414	21676	5
573	28	399	420	588	4
574	28	399	432	10087	2
575	28	399	444	49382	5
576	28	399	449	5912	4
577	28	399	459	8313	3
578	28	399	468	33633	3
579	28	399	474	34703	2
580	28	399	475	8302	4
581	28	399	481	12761	4
582	28	399	519	9384	4
583	28	399	536	20074	3
584	28	399	550	10110	4
585	28	399	553	13603	3
586	28	399	558	52740	3
587	28	399	591	10120	3
588	29	2788	192	26244	4
589	29	2788	396	10727	4
590	30	548	159	51166	4
591	30	548	197	13282	3
592	30	548	260	41577	3
593	30	548	280	13629	3
594	30	548	309	33119	3
595	30	548	326	22368	4
596	30	548	333	41318	3
597	30	548	340	52583	2
598	30	548	414	21676	4
599	30	548	473	15522	4
600	30	548	537	32834	1
601	31	2085	3	12381	1
602	31	2085	100	18798	4
603	31	2085	125	5461	5
604	31	2085	166	38475	5
605	31	2085	184	15318	4
606	31	2085	201	13112	3
607	31	2085	230	11569	3
608	31	2085	232	14136	4
609	31	2085	234	33357	4
610	31	2085	290	3050	1
611	31	2085	330	30290	5
612	31	2085	348	3246	3
613	31	2085	353	5152	4
614	31	2085	405	53281	4
615	31	2085	439	17010	1
616	31	2085	539	6867	5
617	32	490	1	30944	5
618	32	490	27	8484	4
619	32	490	29	53293	5
620	32	490	94	5272	4
621	32	490	135	5645	5
622	32	490	153	17228	5
623	32	490	204	14546	5
624	32	490	214	12668	5
625	32	490	253	23497	5
626	32	490	268	51762	4
627	32	490	277	47478	2
628	32	490	291	16177	5
629	32	490	292	26942	5
630	32	490	306	40468	4
631	32	490	314	9971	5
632	32	490	316	42508	4
633	32	490	324	12442	5
634	32	490	328	20332	4
635	32	490	350	41402	4
636	32	490	400	22534	5
637	32	490	404	21543	4
638	32	490	409	24092	5
639	32	490	435	35296	4
640	32	490	443	18045	4
641	32	490	449	5912	5
642	32	490	564	18620	4
643	33	2162	239	26320	5
644	33	2162	335	33716	4
645	33	2162	461	15194	4
646	33	2162	529	9561	4
647	34	967	43	25164	4
648	34	967	44	17643	4
649	34	967	98	10111	4
650	34	967	108	10751	4
651	34	967	139	2324	3
652	34	967	140	36308	3
653	34	967	143	23303	3
654	34	967	189	36664	4
655	34	967	202	30184	5
656	34	967	204	14546	5
657	34	967	220	15494	3
658	34	967	262	26146	4
659	34	967	313	42574	5
660	34	967	314	9971	5
661	34	967	359	25938	3
662	34	967	360	14285	3
663	34	967	374	18767	3
664	34	967	377	9195	3
665	34	967	394	25415	3
666	34	967	416	9843	5
667	34	967	437	49514	3
668	34	967	444	49382	5
669	34	967	452	28540	4
670	34	967	463	12156	3
671	34	967	479	42355	5
672	34	967	517	10228	3
673	34	967	527	30160	3
674	34	967	530	42568	4
675	34	967	532	26883	3
676	34	967	554	41963	4
677	34	967	574	52929	2
678	34	967	577	53245	3
679	34	967	583	29031	4
680	34	967	592	28739	4
681	34	967	600	52007	4
682	35	4253	28	26145	3
683	35	4253	166	38475	4
684	35	4253	175	8340	4
685	35	4253	332	3114	4
686	35	4253	402	439	4
687	35	4253	421	9145	5
688	35	4253	482	48809	4
689	35	4253	539	6867	5
690	36	709	6	39703	5
691	36	709	15	24143	4
692	36	709	26	3739	5
693	36	709	29	53293	5
694	36	709	40	9806	4
695	36	709	59	32748	4
696	36	709	66	9011	5
697	36	709	69	21733	2
698	36	709	90	10335	4
699	36	709	105	9668	5
700	36	709	108	10751	5
701	36	709	117	46482	5
702	36	709	123	9125	3
703	36	709	131	1088	4
704	36	709	133	33872	5
705	36	709	139	2324	5
706	36	709	155	25182	5
707	36	709	156	46421	5
708	36	709	158	29951	3
709	36	709	184	15318	4
710	36	709	185	17883	5
711	36	709	189	36664	5
712	36	709	210	31198	4
713	36	709	239	26320	5
714	36	709	250	28831	4
715	36	709	258	8959	4
716	36	709	269	47018	5
717	36	709	274	8612	5
718	36	709	286	28943	3
719	36	709	307	3005	5
720	36	709	310	29689	5
721	36	709	312	41300	5
722	36	709	324	12442	5
723	36	709	339	1794	5
724	36	709	343	44305	5
725	36	709	387	6247	5
726	36	709	389	5636	5
727	36	709	392	25327	3
728	36	709	398	9919	3
729	36	709	400	22534	5
730	36	709	419	44617	4
731	36	709	426	43949	5
732	36	709	439	17010	3
733	36	709	449	5912	4
734	36	709	456	5629	5
735	36	709	462	39933	4
736	36	709	486	47411	3
737	36	709	522	3222	4
738	36	709	525	37855	4
739	36	709	526	11837	4
740	36	709	581	9357	4
741	36	709	587	37897	5
742	37	1259	145	35982	5
743	37	1259	180	5115	2
744	37	1259	215	26579	3
745	37	1259	240	30879	3
746	37	1259	289	12002	4
747	37	1259	354	23004	5
748	37	1259	365	21728	5
749	37	1259	384	41926	5
750	37	1259	427	44171	1
751	37	1259	445	2077	4
752	37	1259	467	34404	4
753	37	1259	554	41963	3
754	37	1259	591	10120	4
755	38	5576	240	30879	3
756	38	5576	254	13000	4
757	38	5576	491	6596	4
758	38	5576	552	46479	5
759	39	3184	58	5885	4
760	39	3184	226	8579	3
761	39	3184	457	35	3
762	39	3184	519	9384	4
763	39	3184	600	52007	5
764	40	4820	22	15604	3
765	40	4820	37	14192	4
766	40	4820	215	26579	1
767	40	4820	436	48822	3
768	41	2936	0	52036	3
769	41	2936	44	17643	2
770	41	2936	194	14936	4
771	41	2936	225	1136	3
772	41	2936	306	40468	4
773	41	2936	601	50342	4
774	42	1216	23	28767	5
775	42	1216	87	24326	3
776	42	1216	168	23576	3
777	42	1216	192	26244	5
778	42	1216	217	47730	5
779	42	1216	229	6063	5
780	42	1216	237	1296	5
781	42	1216	271	2171	5
782	42	1216	295	3918	3
783	42	1216	305	6025	3
784	42	1216	327	18550	4
785	42	1216	346	35259	3
786	42	1216	369	21658	4
787	42	1216	425	17665	5
788	42	1216	426	43949	5
789	42	1216	449	5912	3
790	42	1216	464	40721	5
791	42	1216	486	47411	5
792	42	1216	511	41145	5
793	42	1216	519	9384	5
794	42	1216	564	18620	5
795	42	1216	579	26482	2
796	42	1216	593	13019	4
797	43	2752	428	46977	3
798	44	2078	55	30681	5
799	44	2078	91	40490	4
800	44	2078	95	8167	4
801	44	2078	103	8510	5
802	44	2078	162	43622	5
803	44	2078	176	19171	5
804	44	2078	189	36664	4
805	44	2078	216	17804	3
806	44	2078	226	8579	3
807	44	2078	275	29644	5
808	44	2078	281	32419	5
809	44	2078	288	11445	4
810	44	2078	316	42508	5
811	44	2078	330	30290	4
812	44	2078	414	21676	5
813	44	2078	423	18240	3
814	44	2078	442	39423	5
815	44	2078	490	16129	5
816	44	2078	531	19984	5
817	44	2078	546	17359	4
818	44	2078	552	46479	4
819	44	2078	560	3757	5
820	45	2071	88	16569	4
821	45	2071	255	31305	3
822	45	2071	259	50774	3
823	45	2071	297	26398	5
824	45	2071	435	35296	4
825	45	2071	445	2077	3
826	46	4334	429	46147	2
827	47	772	6	39703	5
828	47	772	11	19729	4
829	47	772	15	24143	4
830	47	772	36	43602	4
831	47	772	40	9806	3
832	47	772	46	7001	4
833	47	772	69	21733	3
834	47	772	94	5272	1
835	47	772	105	9668	3
836	47	772	110	34531	2
837	47	772	131	1088	4
838	47	772	134	47476	3
839	47	772	136	16346	2
840	47	772	151	9771	5
841	47	772	186	13095	3
842	47	772	196	3827	2
843	47	772	199	9382	4
844	47	772	238	8454	3
845	47	772	241	20406	4
846	47	772	245	14385	4
847	47	772	264	21487	4
848	47	772	277	47478	2
849	47	772	290	3050	5
850	47	772	299	29123	3
851	47	772	306	40468	3
852	47	772	330	30290	3
853	47	772	336	15608	4
854	47	772	337	8519	4
855	47	772	350	41402	3
856	47	772	364	6323	2
857	47	772	375	4891	3
858	47	772	423	18240	5
859	47	772	432	10087	5
860	47	772	444	49382	3
861	47	772	449	5912	4
862	47	772	485	45269	3
863	47	772	498	13134	4
864	47	772	502	27499	3
865	47	772	525	37855	4
866	47	772	536	20074	4
867	47	772	543	38851	3
868	47	772	559	27160	5
869	47	772	581	9357	5
870	47	772	596	35521	3
871	47	772	601	50342	3
872	48	196	0	52036	4
873	48	196	17	37834	3
874	48	196	19	9731	4
875	48	196	20	7563	4
876	48	196	22	15604	5
877	48	196	30	48482	5
878	48	196	46	7001	5
879	48	196	49	10509	5
880	48	196	50	21217	4
881	48	196	51	48687	5
882	48	196	59	32748	5
883	48	196	72	14248	4
884	48	196	87	24326	4
885	48	196	93	37284	5
886	48	196	97	30233	1
887	48	196	98	10111	5
888	48	196	107	11854	5
889	48	196	111	31001	4
890	48	196	134	47476	3
891	48	196	141	33864	4
892	48	196	142	11408	4
893	48	196	143	23303	4
894	48	196	151	9771	5
895	48	196	152	19191	5
896	48	196	159	51166	4
897	48	196	160	12361	5
898	48	196	161	51480	2
899	48	196	169	32592	3
900	48	196	172	28824	3
901	48	196	173	13925	1
902	48	196	178	13776	4
903	48	196	189	36664	4
904	48	196	199	9382	5
905	48	196	206	5379	4
906	48	196	216	17804	2
907	48	196	242	20076	3
908	48	196	246	13189	5
909	48	196	277	47478	1
910	48	196	280	13629	4
911	48	196	281	32419	4
912	48	196	282	3662	4
913	48	196	287	15748	5
914	48	196	292	26942	3
915	48	196	305	6025	4
916	48	196	312	41300	3
917	48	196	316	42508	4
918	48	196	322	22243	5
919	48	196	323	25030	3
920	48	196	324	12442	2
921	48	196	343	44305	3
922	48	196	352	40115	4
923	48	196	361	2421	4
924	48	196	371	11588	3
925	48	196	373	24011	4
926	48	196	383	26800	3
927	48	196	395	51452	5
928	48	196	416	9843	5
929	48	196	419	44617	4
930	48	196	434	23711	3
931	48	196	439	17010	5
932	48	196	460	11031	5
933	48	196	462	39933	4
934	48	196	475	8302	5
935	48	196	476	8188	3
936	48	196	512	27585	5
937	48	196	519	9384	5
938	48	196	521	40840	5
939	48	196	527	30160	4
940	48	196	528	36883	4
941	48	196	538	9257	4
942	48	196	552	46479	4
943	48	196	553	13603	4
944	48	196	556	43397	5
945	48	196	558	52740	3
946	48	196	561	43384	5
947	48	196	565	31996	5
948	48	196	576	18199	5
949	48	196	577	53245	4
950	48	196	582	42810	4
951	48	196	607	30411	4
952	49	2268	167	8909	4
953	49	2268	207	22602	3
954	49	2268	256	11945	5
955	49	2268	283	26282	4
956	49	2268	368	11191	5
957	49	2268	400	22534	3
958	49	2268	421	9145	5
959	50	6136	376	41113	4
960	50	6136	387	6247	4
961	51	1717	88	16569	4
962	51	1717	113	30794	4
963	51	1717	172	28824	4
964	51	1717	176	19171	5
965	51	1717	216	17804	3
966	51	1717	270	27900	3
967	51	1717	293	45493	5
968	51	1717	344	19526	5
969	51	1717	356	32338	4
970	51	1717	407	23874	3
971	51	1717	410	41228	4
972	51	1717	423	18240	5
973	51	1717	436	48822	4
974	51	1717	442	39423	4
975	51	1717	502	27499	5
976	51	1717	531	19984	5
977	51	1717	572	18053	5
978	51	1717	582	42810	3
979	51	1717	587	37897	5
980	52	2832	79	10288	4
981	52	2832	302	13163	2
982	52	2832	553	13603	5
983	53	1789	107	11854	3
984	53	1789	451	14177	3
985	53	1789	483	26638	4
986	54	5181	151	9771	5
987	55	3400	26	3739	4
988	55	3400	100	18798	4
989	55	3400	178	13776	3
990	55	3400	191	19541	4
991	55	3400	318	17222	3
992	55	3400	375	4891	2
993	55	3400	528	36883	4
994	55	3400	562	2665	4
995	56	2828	375	4891	3
996	56	2828	446	40317	4
997	56	2828	574	52929	4
998	57	1296	43	25164	3
999	57	1296	50	21217	3
1000	57	1296	78	36099	4
1001	57	1296	113	30794	2
1002	57	1296	115	43985	3
1003	57	1296	136	16346	1
1004	57	1296	139	2324	3
1005	57	1296	143	23303	3
1006	57	1296	164	725	2
1007	57	1296	176	19171	5
1008	57	1296	194	14936	3
1009	57	1296	195	13034	3
1010	57	1296	224	9244	3
1011	57	1296	243	38067	2
1012	57	1296	287	15748	5
1013	57	1296	291	16177	5
1014	57	1296	292	26942	2
1015	57	1296	304	29819	1
1016	57	1296	339	1794	5
1017	57	1296	386	26750	5
1018	57	1296	388	19510	4
1019	57	1296	402	439	2
1020	57	1296	416	9843	5
1021	57	1296	444	49382	5
1022	57	1296	494	33069	4
1023	57	1296	526	11837	2
1024	57	1296	530	42568	4
1025	57	1296	536	20074	4
1026	58	2057	49	10509	4
1027	58	2057	50	21217	3
1028	58	2057	176	19171	5
1029	58	2057	177	17105	3
1030	58	2057	185	17883	1
1031	58	2057	194	14936	4
1032	58	2057	299	29123	3
